Gender|Customer Type|Age|Type of Travel|Class|Flight Distance|Food and drink|On-board service|Leg room service|Departure Delay in Minutes|satisfaction|Customer ID|isPilot
Female|disloyal Customer|20.0|Business travel|Eco|483|5|5|3|0|neutral or dissatisfied|96623|False
Female|Loyal Customer|59.0|Business travel|Business|2802|3|5|5|0|satisfied|96624|False
Male|disloyal Customer|40.0|Business travel|Eco|196|5|3|1|0|neutral or dissatisfied|96625|False
Male|Loyal Customer|45.0|Personal Travel|Eco|602|5|3|5|0|neutral or dissatisfied|96626|False
Female|Loyal Customer|54.0|Business travel|Business|2484|4|4|4|0|satisfied|96627|False
Male|Loyal Customer|49.0|Business travel|Business|1079|3|5|5|21|satisfied|96628|False
Male|Loyal Customer|48.0|Business travel|Business|2413|4|5|5|20|satisfied|96629|False
Male|Loyal Customer|52.0|Business travel|Business|3432|3|4|4|0|satisfied|96630|False
Female|Loyal Customer|44.0|Business travel|Business|991|5|4|4|0|satisfied|96631|False
Female|Loyal Customer|40.0|Business travel|Business|2346|3|4|4|39|satisfied|96632|False
Male|disloyal Customer|25.0|Business travel|Business|148|3|4|4|30|satisfied|96633|False
Female|Loyal Customer|8.0|Personal Travel|Eco|630|4|3|2|65|neutral or dissatisfied|96634|False
Male|Loyal Customer|60.0|Personal Travel|Business|106|4|2|4|0|satisfied|96635|False
Female|disloyal Customer|45.0|Business travel|Eco Plus|594|4|3|2|13|neutral or dissatisfied|96636|False
Male|Loyal Customer|28.0|Business travel|Business|2174|5|5|4|0|satisfied|96637|False
Male|Loyal Customer|50.0|Business travel|Business|690|2|4|4|0|satisfied|96638|False
Female|Loyal Customer|40.0|Business travel|Eco|779|4|1|2|0|satisfied|96639|False
Female|Loyal Customer|48.0|Business travel|Business|588|1|5|4|0|satisfied|96640|False
Male|Loyal Customer|46.0|Business travel|Eco Plus|2586|3|2|2|37|neutral or dissatisfied|96641|False
Female|Loyal Customer|65.0|Business travel|Business|181|2|3|3|0|neutral or dissatisfied|96642|False
Female|Loyal Customer|33.0|Business travel|Eco|106|5|1|4|0|satisfied|96643|False
Female|disloyal Customer|22.0|Business travel|Eco|119|4|3|3|0|satisfied|96644|False
Male|Loyal Customer|46.0|Personal Travel|Eco|1725|1|5|4|2|neutral or dissatisfied|96645|False
Female|disloyal Customer|27.0|Business travel|Business|1262|3|3|2|6|neutral or dissatisfied|96646|False
Female|disloyal Customer|46.0|Business travel|Eco|978|5|4|4|0|neutral or dissatisfied|96647|False
Male|Loyal Customer|39.0|Business travel|Business|545|2|2|2|29|satisfied|96648|False
Female|Loyal Customer|29.0|Business travel|Business|3818|5|5|4|0|satisfied|96649|False
Male|Loyal Customer|46.0|Personal Travel|Eco|689|4|2|4|0|neutral or dissatisfied|96650|False
Female|Loyal Customer|47.0|Business travel|Business|581|2|5|5|34|satisfied|96651|False
Female|Loyal Customer|39.0|Business travel|Business|236|2|3|3|3|satisfied|96652|False
Female|Loyal Customer|61.0|Business travel|Eco|305|1|2|2|7|neutral or dissatisfied|96653|False
Male|Loyal Customer|43.0|Personal Travel|Eco|794|4|2|5|0|neutral or dissatisfied|96654|False
Male|Loyal Customer|15.0|Personal Travel|Eco|383|5|4|5|0|neutral or dissatisfied|96655|False
Male|Loyal Customer|42.0|Business travel|Eco|529|2|2|3|0|neutral or dissatisfied|96656|False
Male|disloyal Customer|37.0|Business travel|Business|1162|4|4|5|0|neutral or dissatisfied|96657|False
Female|disloyal Customer|38.0|Business travel|Eco|363|3|1|3|87|neutral or dissatisfied|96658|False
Female|Loyal Customer|64.0|Business travel|Business|371|5|4|4|15|satisfied|96659|False
Female|Loyal Customer|62.0|Personal Travel|Eco|1576|3|4|1|0|neutral or dissatisfied|96660|False
Female|Loyal Customer|60.0|Personal Travel|Eco|733|1|2|2|0|neutral or dissatisfied|96661|False
Male|Loyal Customer|40.0|Personal Travel|Eco|293|1|3|3|27|neutral or dissatisfied|96662|False
Male|Loyal Customer|26.0|Personal Travel|Eco|783|3|1|2|3|neutral or dissatisfied|96663|False
Female|Loyal Customer|29.0|Business travel|Business|829|3|2|3|0|neutral or dissatisfied|96664|False
Male|Loyal Customer|22.0|Business travel|Business|2277|4|4|3|0|satisfied|96665|False
Male|Loyal Customer|25.0|Personal Travel|Eco|1416|3|4|5|65|neutral or dissatisfied|96666|False
Female|disloyal Customer|39.0|Business travel|Business|862|3|3|2|18|neutral or dissatisfied|96667|False
Female|Loyal Customer|44.0|Business travel|Business|577|2|4|4|0|satisfied|96668|False
Male|Loyal Customer|68.0|Personal Travel|Eco|612|2|4|4|3|neutral or dissatisfied|96669|False
Male|Loyal Customer|59.0|Business travel|Business|226|4|5|5|7|satisfied|96670|False
Male|Loyal Customer|42.0|Business travel|Business|3719|3|5|5|49|satisfied|96671|False
Male|Loyal Customer|18.0|Personal Travel|Eco|101|4|3|3|0|neutral or dissatisfied|96672|False
Female|Loyal Customer|55.0|Business travel|Business|547|4|2|2|0|satisfied|96673|False
Male|Loyal Customer|52.0|Business travel|Business|819|1|5|5|62|satisfied|96674|False
Female|Loyal Customer|35.0|Business travel|Eco Plus|372|5|4|4|0|satisfied|96675|False
Male|Loyal Customer|42.0|Business travel|Eco|134|2|3|4|143|neutral or dissatisfied|96676|False
Female|Loyal Customer|56.0|Personal Travel|Eco|1080|2|2|2|0|neutral or dissatisfied|96677|False
Female|Loyal Customer|57.0|Business travel|Business|689|2|2|2|32|satisfied|96678|False
Male|Loyal Customer|9.0|Personal Travel|Eco|200|2|4|4|2|satisfied|96679|False
Female|Loyal Customer|62.0|Personal Travel|Eco|304|5|3|1|2|neutral or dissatisfied|96680|False
Female|disloyal Customer|48.0|Business travel|Business|1464|5|4|4|0|satisfied|96681|False
Male|Loyal Customer|54.0|Business travel|Eco|590|3|2|5|35|neutral or dissatisfied|96682|False
Male|disloyal Customer|30.0|Business travel|Business|337|5|3|1|0|neutral or dissatisfied|96683|False
Female|Loyal Customer|63.0|Business travel|Business|3075|4|3|3|2|satisfied|96684|False
Male|disloyal Customer|33.0|Business travel|Eco|594|3|1|5|8|neutral or dissatisfied|96685|False
Male|Loyal Customer|49.0|Business travel|Business|3566|3|3|3|48|neutral or dissatisfied|96686|False
Female|Loyal Customer|53.0|Business travel|Business|3739|2|4|4|47|satisfied|96687|False
Male|Loyal Customer|51.0|Business travel|Business|1440|2|5|5|8|satisfied|96688|False
Female|Loyal Customer|38.0|Business travel|Business|2296|5|5|3|0|satisfied|96689|False
Male|Loyal Customer|52.0|Business travel|Business|3641|5|4|4|0|satisfied|96690|False
Female|Loyal Customer|51.0|Business travel|Business|1548|5|2|2|0|neutral or dissatisfied|96691|False
Female|disloyal Customer|22.0|Business travel|Eco|712|5|1|3|29|neutral or dissatisfied|96692|False
Female|Loyal Customer|72.0|Business travel|Business|2004|2|2|2|0|neutral or dissatisfied|96693|False
Female|disloyal Customer|40.0|Business travel|Business|189|3|2|5|0|neutral or dissatisfied|96694|False
Female|Loyal Customer|46.0|Business travel|Business|484|4|4|4|0|satisfied|96695|False
Male|Loyal Customer|49.0|Business travel|Business|235|3|4|4|0|satisfied|96696|False
Male|Loyal Customer|40.0|Business travel|Business|950|4|5|5|0|satisfied|96697|False
Male|Loyal Customer|66.0|Business travel|Eco Plus|460|1|5|4|248|neutral or dissatisfied|96698|False
Male|disloyal Customer|34.0|Business travel|Eco|399|1|2|1|0|neutral or dissatisfied|96699|False
Male|Loyal Customer|35.0|Business travel|Eco|228|3|4|5|8|satisfied|96700|False
Female|Loyal Customer|77.0|Business travel|Business|2353|2|4|4|0|satisfied|96701|False
Male|Loyal Customer|7.0|Personal Travel|Eco|1069|2|3|5|0|neutral or dissatisfied|96702|False
Female|disloyal Customer|30.0|Business travel|Eco|641|1|4|5|0|neutral or dissatisfied|96703|False
Female|disloyal Customer|36.0|Business travel|Business|746|2|3|2|0|neutral or dissatisfied|96704|False
Male|Loyal Customer|43.0|Business travel|Eco|955|5|1|5|0|satisfied|96705|False
Female|disloyal Customer|40.0|Business travel|Business|408|2|4|4|0|neutral or dissatisfied|96706|False
Female|Loyal Customer|24.0|Personal Travel|Eco|373|4|2|4|2|neutral or dissatisfied|96707|False
Male|Loyal Customer|58.0|Business travel|Eco|775|2|2|5|0|neutral or dissatisfied|96708|False
Male|Loyal Customer|55.0|Business travel|Eco|315|4|3|2|4|neutral or dissatisfied|96709|False
Male|Loyal Customer|44.0|Personal Travel|Eco|419|5|1|5|9|neutral or dissatisfied|96710|False
Male|Loyal Customer|56.0|Personal Travel|Eco|1201|3|1|4|32|neutral or dissatisfied|96711|False
Male|Loyal Customer|20.0|Business travel|Business|250|2|4|2|0|neutral or dissatisfied|96712|False
Male|Loyal Customer|42.0|Business travel|Business|1833|3|4|4|0|satisfied|96713|False
Female|disloyal Customer|18.0|Business travel|Eco|2402|3|3|2|5|neutral or dissatisfied|96714|False
Male|Loyal Customer|26.0|Personal Travel|Eco|1846|3|3|1|0|satisfied|96715|False
Male|disloyal Customer|24.0|Business travel|Eco|446|2|3|2|63|satisfied|96716|False
Male|Loyal Customer|20.0|Business travel|Business|1452|5|2|1|0|satisfied|96717|False
Male|Loyal Customer|54.0|Business travel|Business|679|5|3|3|182|satisfied|96718|False
Male|Loyal Customer|58.0|Business travel|Eco|502|4|4|3|0|neutral or dissatisfied|96719|False
Female|Loyal Customer|16.0|Business travel|Eco Plus|1144|4|3|2|2|satisfied|96720|False
Male|Loyal Customer|12.0|Personal Travel|Eco|680|3|4|2|0|neutral or dissatisfied|96721|False
Female|Loyal Customer|54.0|Business travel|Business|1389|5|5|5|0|satisfied|96722|False
Female|Loyal Customer|14.0|Personal Travel|Eco|937|3|5|4|11|satisfied|96723|False
Male|Loyal Customer|53.0|Business travel|Business|2530|4|5|5|0|satisfied|96724|False
Female|Loyal Customer|57.0|Business travel|Business|2721|5|4|4|18|satisfied|96725|False
Female|Loyal Customer|43.0|Business travel|Business|1021|5|3|3|0|neutral or dissatisfied|96726|False
Male|Loyal Customer|31.0|Personal Travel|Business|912|2|5|5|0|satisfied|96727|False
Male|Loyal Customer|49.0|Business travel|Business|1587|5|5|5|57|satisfied|96728|False
Male|disloyal Customer|39.0|Business travel|Eco|453|3|2|4|71|neutral or dissatisfied|96729|False
Male|Loyal Customer|31.0|Business travel|Business|347|4|5|2|0|satisfied|96730|False
Female|Loyal Customer|60.0|Business travel|Business|139|4|4|4|0|satisfied|96731|False
Female|Loyal Customer|61.0|Business travel|Business|3377|4|3|3|13|neutral or dissatisfied|96732|False
Female|Loyal Customer|31.0|Personal Travel|Eco|369|3|1|3|1|neutral or dissatisfied|96733|False
Female|disloyal Customer|21.0|Business travel|Eco|1372|5|3|1|10|neutral or dissatisfied|96734|False
Male|Loyal Customer|42.0|Business travel|Business|3433|5|5|5|28|satisfied|96735|False
Female|Loyal Customer|42.0|Business travel|Eco|397|4|4|4|0|satisfied|96736|False
Male|Loyal Customer|51.0|Business travel|Eco|710|4|5|2|0|satisfied|96737|False
Female|Loyal Customer|50.0|Business travel|Eco|154|4|3|3|0|neutral or dissatisfied|96738|False
Male|disloyal Customer|22.0|Business travel|Eco|447|1|3|3|10|neutral or dissatisfied|96739|False
Female|Loyal Customer|25.0|Business travel|Eco Plus|950|1|3|4|82|neutral or dissatisfied|96740|False
Male|Loyal Customer|29.0|Personal Travel|Eco|184|1|4|1|0|neutral or dissatisfied|96741|False
Female|Loyal Customer|39.0|Business travel|Business|3119|5|4|5|0|satisfied|96742|False
Female|Loyal Customer|25.0|Business travel|Business|868|4|4|3|0|satisfied|96743|False
Female|disloyal Customer|25.0|Business travel|Eco|632|4|3|4|0|neutral or dissatisfied|96744|False
Female|Loyal Customer|12.0|Personal Travel|Eco|337|4|2|1|2|neutral or dissatisfied|96745|False
Female|disloyal Customer|30.0|Business travel|Eco|356|2|2|1|0|neutral or dissatisfied|96746|False
Female|disloyal Customer|29.0|Business travel|Eco|1044|5|4|4|44|neutral or dissatisfied|96747|False
Female|Loyal Customer|62.0|Business travel|Business|717|3|3|3|55|neutral or dissatisfied|96748|False
Male|Loyal Customer|42.0|Business travel|Business|3401|3|5|4|0|satisfied|96749|False
Female|Loyal Customer|42.0|Business travel|Business|2194|3|5|5|0|satisfied|96750|False
Male|Loyal Customer|38.0|Business travel|Business|2531|4|3|3|0|neutral or dissatisfied|96751|False
Female|Loyal Customer|45.0|Business travel|Business|280|3|3|3|3|neutral or dissatisfied|96752|False
Female|Loyal Customer|37.0|Business travel|Eco|937|5|4|4|0|satisfied|96753|False
Female|Loyal Customer|48.0|Business travel|Business|358|5|4|4|0|satisfied|96754|False
Female|Loyal Customer|69.0|Personal Travel|Eco|860|5|3|2|0|neutral or dissatisfied|96755|False
Female|Loyal Customer|30.0|Business travel|Business|1399|5|4|4|15|satisfied|96756|False
Female|Loyal Customer|53.0|Personal Travel|Eco|972|4|4|2|0|neutral or dissatisfied|96757|False
Male|Loyal Customer|7.0|Personal Travel|Eco|977|4|4|5|189|neutral or dissatisfied|96758|False
Male|Loyal Customer|23.0|Business travel|Business|1121|4|5|3|7|satisfied|96759|False
Female|Loyal Customer|36.0|Personal Travel|Eco|1726|5|4|5|14|neutral or dissatisfied|96760|False
Female|Loyal Customer|24.0|Business travel|Business|1562|3|4|3|0|satisfied|96761|False
Male|Loyal Customer|56.0|Business travel|Business|3670|3|4|5|0|satisfied|96762|False
Female|Loyal Customer|60.0|Business travel|Business|1606|5|4|4|1|satisfied|96763|False
Female|Loyal Customer|42.0|Business travel|Eco|605|2|5|5|0|satisfied|96764|False
Male|Loyal Customer|33.0|Business travel|Business|1698|2|4|1|0|neutral or dissatisfied|96765|False
Female|Loyal Customer|60.0|Business travel|Eco|872|4|3|3|16|neutral or dissatisfied|96766|False
Male|Loyal Customer|12.0|Personal Travel|Eco|366|1|4|3|0|neutral or dissatisfied|96767|False
Female|Loyal Customer|53.0|Business travel|Business|1855|4|3|4|3|satisfied|96768|False
Male|Loyal Customer|42.0|Personal Travel|Eco|239|5|4|5|31|neutral or dissatisfied|96769|False
Female|disloyal Customer|23.0|Business travel|Business|224|2|3|2|130|satisfied|96770|False
Male|Loyal Customer|35.0|Personal Travel|Eco|151|3|3|5|47|neutral or dissatisfied|96771|False
Female|disloyal Customer|23.0|Business travel|Eco|775|2|5|4|46|satisfied|96772|False
Female|Loyal Customer|30.0|Business travel|Business|3432|5|2|4|140|satisfied|96773|False
Male|Loyal Customer|70.0|Business travel|Eco|1823|3|2|4|0|neutral or dissatisfied|96774|False
Male|disloyal Customer|20.0|Business travel|Business|277|3|3|5|4|neutral or dissatisfied|96775|False
Female|Loyal Customer|30.0|Business travel|Business|3576|5|4|2|7|satisfied|96776|False
Male|Loyal Customer|39.0|Personal Travel|Eco|789|3|5|5|160|neutral or dissatisfied|96777|False
Male|Loyal Customer|49.0|Personal Travel|Eco|197|2|3|1|42|neutral or dissatisfied|96778|False
Male|Loyal Customer|30.0|Personal Travel|Eco|160|5|3|3|0|neutral or dissatisfied|96779|False
Female|Loyal Customer|39.0|Business travel|Business|3827|4|2|2|24|neutral or dissatisfied|96780|False
Male|Loyal Customer|58.0|Business travel|Business|2009|4|4|4|0|satisfied|96781|False
Female|Loyal Customer|48.0|Business travel|Business|718|4|3|3|0|neutral or dissatisfied|96782|False
Female|Loyal Customer|27.0|Business travel|Eco Plus|406|2|1|2|35|neutral or dissatisfied|96783|False
Male|Loyal Customer|39.0|Business travel|Business|3692|2|2|2|0|satisfied|96784|False
Male|Loyal Customer|26.0|Business travel|Business|1017|5|5|5|0|satisfied|96785|False
Female|Loyal Customer|58.0|Personal Travel|Eco|861|2|1|3|0|neutral or dissatisfied|96786|False
Female|Loyal Customer|57.0|Business travel|Business|441|2|5|5|0|satisfied|96787|False
Female|Loyal Customer|80.0|Business travel|Business|548|2|5|4|0|satisfied|96788|False
Female|Loyal Customer|13.0|Personal Travel|Eco Plus|719|2|4|4|0|neutral or dissatisfied|96789|False
Male|Loyal Customer|31.0|Business travel|Business|500|4|5|2|52|satisfied|96790|False
Male|Loyal Customer|33.0|Business travel|Eco|237|5|3|3|31|satisfied|96791|False
Male|Loyal Customer|65.0|Personal Travel|Eco|605|3|5|3|0|neutral or dissatisfied|96792|False
Female|Loyal Customer|51.0|Business travel|Business|3863|2|4|4|0|satisfied|96793|False
Female|Loyal Customer|69.0|Personal Travel|Eco|888|3|4|2|1|neutral or dissatisfied|96794|False
Female|disloyal Customer|27.0|Business travel|Eco|143|1|3|3|0|neutral or dissatisfied|96795|False
Female|disloyal Customer|24.0|Business travel|Eco|569|4|5|5|46|satisfied|96796|False
Male|Loyal Customer|18.0|Business travel|Business|2457|2|3|3|0|neutral or dissatisfied|96797|False
Male|Loyal Customer|29.0|Personal Travel|Eco|317|2|4|3|0|neutral or dissatisfied|96798|False
Male|disloyal Customer|56.0|Personal Travel|Eco|689|3|2|1|0|neutral or dissatisfied|96799|False
Male|Loyal Customer|20.0|Business travel|Business|127|2|2|4|7|neutral or dissatisfied|96800|False
Female|Loyal Customer|10.0|Business travel|Business|3436|5|4|3|0|satisfied|96801|False
Female|Loyal Customer|47.0|Business travel|Business|1885|2|5|4|0|satisfied|96802|False
Female|disloyal Customer|34.0|Business travel|Eco Plus|427|3|3|2|0|neutral or dissatisfied|96803|False
Male|Loyal Customer|52.0|Business travel|Business|1872|5|5|5|0|satisfied|96804|False
Male|Loyal Customer|16.0|Business travel|Business|3216|4|4|4|0|neutral or dissatisfied|96805|False
Male|Loyal Customer|39.0|Business travel|Business|896|3|5|5|50|satisfied|96806|False
Female|Loyal Customer|27.0|Business travel|Business|3975|4|5|5|7|satisfied|96807|False
Male|Loyal Customer|46.0|Business travel|Business|1235|3|3|3|2|neutral or dissatisfied|96808|False
Female|Loyal Customer|55.0|Business travel|Business|1867|2|4|4|0|satisfied|96809|False
Female|disloyal Customer|38.0|Business travel|Business|1310|4|5|3|4|satisfied|96810|False
Female|Loyal Customer|35.0|Business travel|Business|2422|5|3|3|0|neutral or dissatisfied|96811|False
Male|Loyal Customer|36.0|Business travel|Business|1934|1|5|5|11|satisfied|96812|False
Male|Loyal Customer|53.0|Business travel|Business|2999|3|4|4|0|satisfied|96813|False
Male|Loyal Customer|31.0|Business travel|Eco Plus|86|4|5|3|0|satisfied|96814|False
Male|Loyal Customer|53.0|Business travel|Business|484|3|5|5|14|satisfied|96815|False
Female|Loyal Customer|59.0|Business travel|Business|1865|2|4|4|0|satisfied|96816|False
Female|Loyal Customer|20.0|Personal Travel|Eco Plus|270|4|5|5|4|neutral or dissatisfied|96817|False
Female|Loyal Customer|18.0|Personal Travel|Eco|266|2|4|3|0|neutral or dissatisfied|96818|False
Male|Loyal Customer|29.0|Business travel|Business|1927|4|5|5|2|satisfied|96819|False
Male|Loyal Customer|32.0|Personal Travel|Eco|1597|5|3|4|0|neutral or dissatisfied|96820|False
Male|Loyal Customer|61.0|Personal Travel|Eco|496|3|5|2|0|neutral or dissatisfied|96821|False
Female|Loyal Customer|38.0|Business travel|Business|3445|1|2|2|0|neutral or dissatisfied|96822|False
Female|Loyal Customer|44.0|Business travel|Business|546|3|5|5|0|satisfied|96823|False
Female|Loyal Customer|44.0|Business travel|Business|1587|3|4|4|0|satisfied|96824|False
Male|disloyal Customer|27.0|Business travel|Business|554|2|4|3|0|neutral or dissatisfied|96825|False
Female|Loyal Customer|29.0|Personal Travel|Eco|373|1|4|2|0|neutral or dissatisfied|96826|False
Female|Loyal Customer|27.0|Personal Travel|Eco|517|2|5|5|0|neutral or dissatisfied|96827|False
Female|Loyal Customer|43.0|Business travel|Eco|544|2|5|5|0|satisfied|96828|False
Female|Loyal Customer|14.0|Personal Travel|Eco|592|2|5|3|0|neutral or dissatisfied|96829|False
Female|Loyal Customer|46.0|Personal Travel|Eco|1041|4|5|1|0|neutral or dissatisfied|96830|False
Female|Loyal Customer|56.0|Business travel|Business|3698|3|2|2|0|satisfied|96831|False
Female|Loyal Customer|38.0|Business travel|Business|2374|5|3|3|23|neutral or dissatisfied|96832|False
Female|Loyal Customer|26.0|Business travel|Business|2677|4|5|5|20|satisfied|96833|False
Male|disloyal Customer|24.0|Business travel|Eco Plus|907|2|2|5|0|neutral or dissatisfied|96834|False
Female|Loyal Customer|51.0|Business travel|Eco Plus|501|3|2|3|0|neutral or dissatisfied|96835|False
Female|Loyal Customer|31.0|Business travel|Business|589|4|2|2|17|satisfied|96836|False
Female|Loyal Customer|34.0|Personal Travel|Eco|746|5|5|2|46|neutral or dissatisfied|96837|False
Male|disloyal Customer|39.0|Business travel|Business|280|5|4|5|10|satisfied|96838|False
Female|Loyal Customer|7.0|Personal Travel|Eco|646|2|4|3|0|satisfied|96839|False
Female|Loyal Customer|59.0|Personal Travel|Eco|216|3|4|1|0|neutral or dissatisfied|96840|False
Female|disloyal Customer|40.0|Business travel|Business|853|3|5|5|0|neutral or dissatisfied|96841|False
Male|Loyal Customer|27.0|Business travel|Eco|543|4|2|5|15|neutral or dissatisfied|96842|False
Female|Loyal Customer|64.0|Personal Travel|Eco|733|2|3|1|0|neutral or dissatisfied|96843|False
Female|Loyal Customer|38.0|Business travel|Business|413|4|5|5|0|satisfied|96844|False
Male|Loyal Customer|21.0|Business travel|Business|3784|2|1|1|0|neutral or dissatisfied|96845|False
Female|Loyal Customer|16.0|Personal Travel|Eco|359|2|1|1|103|neutral or dissatisfied|96846|False
Male|Loyal Customer|44.0|Business travel|Business|2619|2|5|5|0|satisfied|96847|False
Male|Loyal Customer|61.0|Personal Travel|Eco|758|3|2|4|0|neutral or dissatisfied|96848|False
Female|Loyal Customer|65.0|Personal Travel|Eco|1045|4|3|3|0|neutral or dissatisfied|96849|False
Male|Loyal Customer|23.0|Business travel|Business|1504|2|4|5|52|neutral or dissatisfied|96850|False
Male|Loyal Customer|37.0|Business travel|Eco|376|5|3|1|0|satisfied|96851|False
Female|Loyal Customer|28.0|Personal Travel|Eco|787|3|3|3|0|satisfied|96852|False
Female|disloyal Customer|42.0|Business travel|Eco|1660|5|3|4|13|neutral or dissatisfied|96853|False
Male|Loyal Customer|66.0|Personal Travel|Eco|2446|2|1|1|6|neutral or dissatisfied|96854|False
Male|disloyal Customer|23.0|Business travel|Eco|927|5|3|1|0|neutral or dissatisfied|96855|False
Female|Loyal Customer|52.0|Business travel|Business|2145|2|2|2|0|satisfied|96856|False
Male|Loyal Customer|64.0|Personal Travel|Eco|289|5|3|4|0|neutral or dissatisfied|96857|False
Female|Loyal Customer|53.0|Personal Travel|Eco Plus|861|2|3|4|137|neutral or dissatisfied|96858|False
Female|disloyal Customer|27.0|Business travel|Eco|134|3|3|3|23|neutral or dissatisfied|96859|False
Male|disloyal Customer|24.0|Business travel|Eco|791|4|4|2|13|neutral or dissatisfied|96860|False
Female|Loyal Customer|66.0|Business travel|Business|862|5|3|3|40|neutral or dissatisfied|96861|False
Female|Loyal Customer|48.0|Business travel|Business|728|4|3|3|2|satisfied|96862|False
Male|Loyal Customer|41.0|Business travel|Business|3836|4|5|5|0|satisfied|96863|False
Male|Loyal Customer|33.0|Business travel|Business|3296|3|3|2|0|satisfied|96864|False
Male|Loyal Customer|39.0|Business travel|Business|1725|5|3|3|6|neutral or dissatisfied|96865|False
Male|Loyal Customer|35.0|Business travel|Eco Plus|1947|3|3|1|1|neutral or dissatisfied|96866|False
Male|Loyal Customer|54.0|Business travel|Business|280|4|4|4|0|satisfied|96867|False
Female|Loyal Customer|49.0|Business travel|Business|2576|2|3|3|0|satisfied|96868|False
Male|Loyal Customer|42.0|Personal Travel|Eco|550|2|4|2|2|neutral or dissatisfied|96869|False
Female|disloyal Customer|24.0|Business travel|Eco|500|3|3|4|67|neutral or dissatisfied|96870|False
Female|Loyal Customer|35.0|Personal Travel|Eco|657|5|5|1|0|neutral or dissatisfied|96871|False
Male|Loyal Customer|60.0|Business travel|Eco|373|5|5|3|0|satisfied|96872|False
Female|Loyal Customer|47.0|Business travel|Business|1671|5|4|4|0|satisfied|96873|False
Female|Loyal Customer|36.0|Business travel|Eco Plus|735|3|4|5|12|neutral or dissatisfied|96874|False
Male|disloyal Customer|38.0|Business travel|Eco|143|2|2|2|0|neutral or dissatisfied|96875|False
Male|Loyal Customer|47.0|Business travel|Business|2808|3|3|3|1|satisfied|96876|False
Female|disloyal Customer|26.0|Business travel|Business|590|2|5|3|0|satisfied|96877|False
Male|disloyal Customer|15.0|Business travel|Business|1363|5|4|3|6|satisfied|96878|False
Male|Loyal Customer|42.0|Business travel|Business|957|3|4|4|92|satisfied|96879|False
Female|disloyal Customer|20.0|Business travel|Business|134|5|2|1|0|neutral or dissatisfied|96880|False
Female|Loyal Customer|69.0|Business travel|Eco|545|4|1|1|11|neutral or dissatisfied|96881|False
Female|disloyal Customer|38.0|Business travel|Eco Plus|308|4|3|2|22|neutral or dissatisfied|96882|False
Female|Loyal Customer|23.0|Business travel|Business|2338|4|5|5|18|satisfied|96883|False
Female|Loyal Customer|27.0|Business travel|Eco|334|1|4|3|0|neutral or dissatisfied|96884|False
Male|Loyal Customer|52.0|Personal Travel|Eco|409|5|4|5|65|neutral or dissatisfied|96885|False
Male|disloyal Customer|60.0|Business travel|Business|1440|2|5|5|4|neutral or dissatisfied|96886|False
Female|Loyal Customer|43.0|Business travel|Business|493|5|4|4|0|satisfied|96887|False
Male|Loyal Customer|56.0|Personal Travel|Eco|391|3|1|1|4|neutral or dissatisfied|96888|False
Female|Loyal Customer|56.0|Personal Travel|Eco Plus|268|1|2|2|0|neutral or dissatisfied|96889|False
Female|disloyal Customer|24.0|Business travel|Business|481|3|4|4|0|satisfied|96890|False
Male|Loyal Customer|36.0|Business travel|Business|550|4|3|3|0|neutral or dissatisfied|96891|False
Female|Loyal Customer|21.0|Business travel|Business|591|3|4|3|0|satisfied|96892|False
Female|Loyal Customer|37.0|Business travel|Business|3541|3|5|5|55|satisfied|96893|False
Male|Loyal Customer|26.0|Business travel|Business|1752|5|2|5|0|satisfied|96894|False
Male|Loyal Customer|30.0|Personal Travel|Eco Plus|222|2|4|3|0|satisfied|96895|False
Male|disloyal Customer|35.0|Business travel|Business|978|5|5|3|0|neutral or dissatisfied|96896|False
Female|Loyal Customer|52.0|Business travel|Business|399|3|2|2|0|satisfied|96897|False
Female|Loyal Customer|35.0|Business travel|Business|2454|4|2|5|3|satisfied|96898|False
Male|disloyal Customer|38.0|Business travel|Business|631|5|3|4|7|neutral or dissatisfied|96899|False
Female|Loyal Customer|67.0|Business travel|Business|1918|3|2|2|0|neutral or dissatisfied|96900|False
Female|Loyal Customer|55.0|Personal Travel|Eco|748|4|2|5|1|satisfied|96901|False
Female|Loyal Customer|20.0|Personal Travel|Eco|480|3|3|5|0|neutral or dissatisfied|96902|False
Male|Loyal Customer|53.0|Personal Travel|Eco|515|3|3|4|7|neutral or dissatisfied|96903|False
Male|disloyal Customer|55.0|Business travel|Eco|209|5|2|1|0|neutral or dissatisfied|96904|False
Male|Loyal Customer|36.0|Business travel|Eco|433|1|4|2|88|neutral or dissatisfied|96905|False
Male|Loyal Customer|49.0|Business travel|Eco|689|2|4|1|0|neutral or dissatisfied|96906|False
Male|Loyal Customer|27.0|Business travel|Business|719|1|4|5|32|neutral or dissatisfied|96907|False
Male|Loyal Customer|44.0|Business travel|Business|1438|3|5|5|0|satisfied|96908|False
Male|Loyal Customer|58.0|Personal Travel|Eco|2402|2|3|3|42|neutral or dissatisfied|96909|False
Male|Loyal Customer|48.0|Business travel|Eco Plus|1674|2|3|4|76|neutral or dissatisfied|96910|False
Male|Loyal Customer|48.0|Business travel|Business|3360|3|5|5|0|satisfied|96911|False
Female|Loyal Customer|36.0|Business travel|Business|2863|1|4|3|129|neutral or dissatisfied|96912|False
Male|Loyal Customer|41.0|Business travel|Business|802|3|4|4|83|satisfied|96913|False
